epoch,d_loss,g_loss,failed_nan
1,-9.149259706643912,-4.385578007881458,False
2,-4.279856365460616,-6.194927175228412,False
3,-3.455988426391895,-7.676420646447402,False
4,-3.517695996394524,-6.888583575762235,False
5,-3.5437515772306,-6.254458086307232,False
6,-3.584403683589055,-5.582630632473872,False
7,-3.5064405074486364,-4.747811716336471,False
8,-3.3578995457062355,-4.438843209009904,False
