run_id,model_name,loss_type,seed,smoke,epochs,threshold,calibration_empirical_fpr,auc,ap,precision,recall,f1,test_benign_fpr,tp,fp,tn,fn,parameter_count,training_time_seconds,inference_time_seconds,nan_or_inf_detected,score_std_calibration,score_std_test,family_recall,manifest_hash,scaler_hash,device,checkpoint,scores_calibration_csv,scores_test_csv,training_log_csv,training_failed_or_degenerate
pilot_tcn_gan_seed0,tcn_gan,bce,0,False,8,0.2457498013973236,0.2500150684105841,0.8629738446950717,0.7322911976895523,0.7815754818628038,0.703426354918651,0.7404445956674607,0.14402999802644562,13057,3649,21686,5505,404816,390.59614745900035,19.113583917031065,False,0.14227961003780365,0.20415326952934265,"{'Bot': 0.06756756756756757, 'DDoS': 0.5419489959344586, 'PortScan': 0.83985626881616}",95475b7c92d7bebe7be51c1e8e9d09e3ff3f5beb86ee97bc0b4a424b146c1ad2,c9d13576149dcb7f87f2236bc41a3e982ba9ee3125b626b38515e2ca9278e9e8,mps,journal_rebuild/runs/checkpoints/pilot_tcn_gan_seed0/checkpoint.pt,journal_rebuild/runs/scores/pilot_tcn_gan_seed0/scores_calibration.csv,journal_rebuild/runs/scores/pilot_tcn_gan_seed0/scores_test.csv,journal_rebuild/runs/logs/pilot_tcn_gan_seed0/training_log.csv,False
pilot_tcn_wgan_gp_seed0,tcn_wgan_gp,wgan_gp,0,False,8,0.12253918126225471,0.2500150684105841,0.8928670883961615,0.7131965185874594,0.8415075120957474,0.8901519232841288,0.8651464774720528,0.12283402407736334,16523,3112,22223,2039,404816,2839.785498167039,19.84558208391536,False,0.05354150012135506,0.0778200700879097,"{'Bot': 0.0, 'DDoS': 0.8011580633238882, 'PortScan': 0.9730989608623871}",95475b7c92d7bebe7be51c1e8e9d09e3ff3f5beb86ee97bc0b4a424b146c1ad2,c9d13576149dcb7f87f2236bc41a3e982ba9ee3125b626b38515e2ca9278e9e8,mps,journal_rebuild/runs/checkpoints/pilot_tcn_wgan_gp_seed0/checkpoint.pt,journal_rebuild/runs/scores/pilot_tcn_wgan_gp_seed0/scores_calibration.csv,journal_rebuild/runs/scores/pilot_tcn_wgan_gp_seed0/scores_test.csv,journal_rebuild/runs/logs/pilot_tcn_wgan_gp_seed0/training_log.csv,False
