seed,run_id,alpha,threshold,auc,ap,precision,recall,f1,test_benign_fpr,tp,fp,tn,fn,recall_family_Bot,recall_family_DDoS,recall_family_PortScan
3,formal_tcn_wgan_gp_seed3,0.95,0.16915249824523926,0.8946699253173088,0.8609136832522054,0.963522416840752,0.6460510720827497,0.7734778121775024,0.017919873692520228,11992,454,24881,6570,0.02702702702702703,0.2903782185536528,0.935320967272021
3,formal_tcn_wgan_gp_seed3,1.0,0.17398245632648468,0.8713505442329758,0.8467459168574512,0.9633770863717388,0.6405559745717057,0.7694796790059538,0.017840931517663312,11890,452,24883,6672,0.02702702702702703,0.2823703338671923,0.9317276876760221
4,formal_tcn_wgan_gp_seed4,0.0,0.23684921860694885,0.9330609143585213,0.8325072994050282,0.8593951925562161,0.8956470207951729,0.8771467011369931,0.10736135780540754,16625,2720,22615,1937,0.0,0.8164346433411359,0.9709624162377392
4,formal_tcn_wgan_gp_seed4,0.05,0.24680009484291077,0.9448520266953159,0.8761557732826813,0.8635504201680673,0.8857881693782997,0.8745279506409233,0.10254588513913558,16442,2598,22737,2120,0.0,0.7980781076752494,0.9676604836360105
4,formal_tcn_wgan_gp_seed4,0.1,0.2544242739677429,0.9521389759083683,0.9199116842137344,0.8630085451711721,0.8651007434543692,0.8640533778148457,0.10061180185514111,16058,2549,22786,2504,0.0,0.7538499445607983,0.9652325920170923
4,formal_tcn_wgan_gp_seed4,0.15,0.263660192489624,0.9550532210051085,0.9417761190065873,0.8445314473351857,0.7205042560068958,0.7776033490319206,0.0971778172488652,13374,2462,22873,5188,0.0,0.4244178883824073,0.9642614353695251
4,formal_tcn_wgan_gp_seed4,0.2,0.2731872498989105,0.9550769117380596,0.9442979555035463,0.8502670313924711,0.7033186079086305,0.7698431418799387,0.09074402999802644,13055,2299,23036,5507,0.0,0.38634963656523347,0.9632902787219578
4,formal_tcn_wgan_gp_seed4,0.24,0.28271347284317017,0.9542989940614109,0.943229772994567,0.8632926505704431,0.7011636677082211,0.7738272192163625,0.08134991119005329,13015,2061,23274,5547,0.0,0.38228409510903044,0.9626104690686608
4,formal_tcn_wgan_gp_seed4,0.25,0.28514838218688965,0.9539811456979651,0.9427123981266998,0.8683542612877371,0.7004094386380778,0.7753921393212859,0.07779751332149201,13001,1971,23364,5561,0.0,0.38080571639768385,0.9624162377391473
4,formal_tcn_wgan_gp_seed4,0.3,0.29642975330352783,0.9521340914623051,0.9394557767689466,0.9013565217391304,0.6980390044176275,0.7867747517988888,0.055970001973554374,12957,1418,23917,5605,0.0,0.3753849944560798,0.9624162377391473
