model_name,seed,threshold,auc,ap,precision,recall,f1,test_benign_fpr,tp,fp,tn,fn,backdoor_recall,mitm_recall,parameter_count,training_time_seconds,inference_time_seconds,score_std_calibration,score_std_test,training_failed_or_degenerate,all_same_prediction,score_mean_benign,score_mean_attack
tcn_gan,0,0.40998828411102295,0.6818748231730656,0.972396057980616,0.9503829884531839,0.8300963602775975,0.8861764784265651,0.7534722222222222,16626,868,284,3403,0.8296218276657639,0.9340659340659341,379176,72.5123359579593,2.155508292024024,0.07581990957260132,0.12855073809623718,False,False,0.4482344388961792,0.5378119945526123
tcn_wgan_gp,0,0.267269492149353,0.3194359931571443,0.9010236721929851,0.9537082394435191,0.9720405412152379,0.9627871325074797,0.8203125,19469,945,207,560,0.9719630855652522,0.989010989010989,379176,496.49033600010443,2.2337737920461223,0.07072216272354126,0.05389133095741272,False,False,0.4101048409938812,0.3457280695438385
