seed,run_id,calibration_fraction,repeat_id,sample_size,target_fpr,threshold,calibration_empirical_fpr,test_benign_fpr,abs_test_fpr_minus_target_fpr,precision,recall,f1,tp,fp,tn,fn
3,formal_tcn_wgan_gp_seed3,0.05,12,830,0.01,0.29578953981399536,0.010843373493975903,0.012117623840536806,0.002117623840536806,0.8851907255048617,0.12751858635922853,0.22292333772838574,2367,307,25028,16195
3,formal_tcn_wgan_gp_seed3,0.05,13,830,0.01,0.2834637761116028,0.010843373493975903,0.016301559107953424,0.006301559107953424,0.8626081170991351,0.13969399849154185,0.24044881305637983,2593,413,24922,15969
3,formal_tcn_wgan_gp_seed3,0.05,14,830,0.01,0.27903643250465393,0.010843373493975903,0.017525162818235643,0.007525162818235643,0.8571888066902541,0.14357289085227884,0.24595080983803239,2665,444,24891,15897
3,formal_tcn_wgan_gp_seed3,0.05,15,830,0.01,0.2765396237373352,0.010843373493975903,0.018630353266232486,0.008630353266232486,0.8508688783570301,0.14508134899256545,0.2478943250333686,2693,472,24863,15869
3,formal_tcn_wgan_gp_seed3,0.05,16,830,0.01,0.2702346444129944,0.010843373493975903,0.02174856917308072,0.011748569173080719,0.833030303030303,0.14809826527313866,0.2514865977495197,2749,551,24784,15813
3,formal_tcn_wgan_gp_seed3,0.05,17,830,0.01,0.29631176590919495,0.010843373493975903,0.011959739490822973,0.001959739490822973,0.8859186746987951,0.12676435728908522,0.2217928174191724,2353,303,25032,16209
3,formal_tcn_wgan_gp_seed3,0.05,18,830,0.01,0.2800244092941284,0.010843373493975903,0.017209394118807973,0.007209394118807973,0.8585793058709049,0.1426031677620946,0.2445830445830446,2647,436,24899,15915
3,formal_tcn_wgan_gp_seed3,0.05,19,830,0.01,0.2758670747280121,0.010843373493975903,0.019104006315373987,0.009104006315373987,0.8482282847287551,0.1457278310526883,0.2487241965886626,2705,484,24851,15857
3,formal_tcn_wgan_gp_seed3,0.1,0,1659,0.01,0.28846311569213867,0.010247136829415311,0.014406946911387409,0.004406946911387408,0.8728665970045281,0.13500700355565132,0.23384500536555775,2506,365,24970,16056
3,formal_tcn_wgan_gp_seed3,0.1,1,1659,0.01,0.29886841773986816,0.010247136829415311,0.011051904479968424,0.0010519044799684237,0.8914307871267934,0.12385518801853249,0.21749207700676412,2299,280,25055,16263
3,formal_tcn_wgan_gp_seed3,0.1,2,1659,0.01,0.27653706073760986,0.010247136829415311,0.018630353266232486,0.008630353266232486,0.8508688783570301,0.14508134899256545,0.2478943250333686,2693,472,24863,15869
3,formal_tcn_wgan_gp_seed3,0.1,3,1659,0.01,0.31508275866508484,0.010247136829415311,0.007499506611407144,0.002500493388592856,0.9101654846335697,0.10370649714470423,0.1861972239686608,1925,190,25145,16637
3,formal_tcn_wgan_gp_seed3,0.1,4,1659,0.01,0.29195553064346313,0.010247136829415311,0.013262285375962107,0.003262285375962107,0.8792669780812074,0.13182846676004742,0.22928086202857811,2447,336,24999,16115
3,formal_tcn_wgan_gp_seed3,0.1,5,1659,0.01,0.2814648747444153,0.010247136829415311,0.016814683244523388,0.006814683244523388,0.8601444517399869,0.14114858312681824,0.24250277674935208,2620,426,24909,15942
3,formal_tcn_wgan_gp_seed3,0.1,6,1659,0.01,0.2995605766773224,0.010247136829415311,0.01089402013025459,0.0008940201302545889,0.8921453692848769,0.12299321193836871,0.21618294588324416,2283,276,25059,16279
3,formal_tcn_wgan_gp_seed3,0.1,7,1659,0.01,0.2802444100379944,0.010247136829415311,0.017130451943951054,0.007130451943951054,0.858953526161846,0.14238767374205366,0.24428115901843891,2643,434,24901,15919
3,formal_tcn_wgan_gp_seed3,0.1,8,1659,0.01,0.2938236594200134,0.010247136829415311,0.012670219064535228,0.0026702190645352276,0.8822018348623853,0.12951190604460727,0.22586555174519665,2404,321,25014,16158
