method,window_size,stride,auc,ap,target_fpr,calib_f1,calib_recall,calib_precision,calib_threshold,train_benign_fpr,test_benign_fpr,eval_seconds,n_train_windows,n_test_windows
IsolationForest,128,16,0.9860886822717017,0.9963996548810652,0.05,0.9768303985171456,0.9599271402550091,0.9943396226415094,0.01549201274478066,0.050746268656716415,0.01791044776119403,0.1452653408050537,1019,1433
OneClassSVM,128,16,0.9925563439632438,0.9982160032514656,0.05,0.9912723932016536,0.982695810564663,1.0,-2.4920970847602804,0.050746268656716415,0.0,0.29518604278564453,1019,1433
LSTM-AE,128,16,0.9799635701275046,0.9952813092963421,0.05,0.9867033470884915,0.9799635701275046,0.9935364727608494,2.181385850906372,0.050746268656716415,0.020895522388059702,9.073404788970947,1019,1433
LSTM-AD,128,16,0.8680205529728406,0.9660690054105665,0.05,0.8987654320987655,0.8287795992714025,0.9816612729234089,2.4607153892517095,0.050746268656716415,0.050746268656716415,4.1710569858551025,1019,1433
