epoch,d_loss,g_loss,failed_nan
1,-12.632944338138287,-8.552412722431697,False
2,-6.097766960584201,-10.432588980748104,False
3,-5.226685771575341,-12.180932738230778,False
4,-5.135617744005644,-13.621411950771625,False
5,-5.222249984741211,-12.39215825154231,False
6,-5.321689537855295,-10.73052889750554,False
7,-5.34964453807244,-9.18087290066939,False
8,-5.362754476987399,-8.714039303706242,False
