epoch,d_loss,g_loss,failed_nan
1,-9.470826638661897,-3.7512200179008337,False
2,-4.52921582368704,-6.123708767157335,False
3,-3.96736373259471,-6.302055720182565,False
4,-3.70009439266645,-5.589274997894581,False
5,-3.6858926332913913,-4.608477487930885,False
6,-3.7222279612834637,-3.891682942555501,False
7,-3.5644417240069464,-3.8170410339648906,False
8,-3.4224545827278723,-4.212697721444643,False
