seed,target_fpr,auc,ap,calib_f1,calib_recall,calib_precision,test_benign_fpr,eval_seconds,json
43,0.05,0.8997302858642792,0.815637187189018,0.2856295543124924,0.18160758538950544,0.6685838952796508,0.06595618709295441,11.237689957997645,attack/results/final_experiments/20260414_132416/seed_runs/seed_43/eval_w128_s16_seed43_fpr0p050.json
43,0.15,0.8997302858642792,0.815637187189018,0.8438235755763328,0.8688718888050857,0.8201790073230268,0.1395697651470298,9.6801355839998,attack/results/final_experiments/20260414_132416/seed_runs/seed_43/eval_w128_s16_seed43_fpr0p150.json
44,0.05,0.8722062962062059,0.8757826930649638,0.7496507218410552,0.6070466544553389,0.9798260869565216,0.009157292283402408,10.700146667004446,attack/results/final_experiments/20260414_132416/seed_runs/seed_44/eval_w128_s16_seed44_fpr0p050.json
44,0.15,0.8722062962062059,0.8757826930649638,0.7309789447189035,0.7041805839887944,0.7598976803674204,0.16301559107953423,10.559288792006555,attack/results/final_experiments/20260414_132416/seed_runs/seed_44/eval_w128_s16_seed44_fpr0p150.json
45,0.05,0.8568015709416245,0.8006393805012215,0.72080758404197,0.6000969723090184,0.9023086269744834,0.047602131438721135,11.059838000015588,attack/results/final_experiments/20260414_132416/seed_runs/seed_45/eval_w128_s16_seed45_fpr0p050.json
45,0.15,0.8568015709416245,0.8006393805012215,0.7271963950847256,0.6998707035879754,0.7567425875225724,0.16483126110124333,10.744161667011213,attack/results/final_experiments/20260414_132416/seed_runs/seed_45/eval_w128_s16_seed45_fpr0p150.json
46,0.05,0.9459105671747745,0.9254046514778322,0.5747274379159965,0.4089537765327012,0.966513878278584,0.010380895993684625,10.406892750004772,attack/results/final_experiments/20260414_132416/seed_runs/seed_46/eval_w128_s16_seed46_fpr0p050.json
46,0.15,0.9459105671747745,0.9254046514778322,0.8781279988184305,0.9613188234026506,0.8081887766656098,0.1671600552595224,10.600358833005885,attack/results/final_experiments/20260414_132416/seed_runs/seed_46/eval_w128_s16_seed46_fpr0p150.json
