time_step,feature_index,feature_name,abs_ig_attribution
21,24,Fwd IAT Min,2.0921770556014962e-06
21,25,Bwd IAT Total,1.4964545698603615e-05
21,26,Bwd IAT Mean,8.690384674991947e-06
21,27,Bwd IAT Std,1.9812071627711703e-07
21,28,Bwd IAT Max,2.9739625460933894e-05
21,29,Bwd IAT Min,2.8806441605411237e-06
21,30,Fwd PSH Flags,3.93752234231215e-05
21,31,Bwd PSH Flags,0.0
21,32,Fwd URG Flags,0.0
21,33,Bwd URG Flags,0.0
21,34,Fwd Header Length,7.597271434178765e-08
21,35,Bwd Header Length,1.2964225959422038e-07
21,36,Fwd Packets/s,1.4473049304797314e-05
21,37,Bwd Packets/s,7.881511919549666e-06
21,38,Min Packet Length,2.6599047487252392e-05
21,39,Max Packet Length,0.0005586604820564389
21,40,Packet Length Mean,2.3501379473600537e-06
21,41,Packet Length Std,1.3756587577518076e-05
21,42,Packet Length Variance,0.0005626700003631413
21,43,FIN Flag Count,1.7468861187808216e-05
21,44,SYN Flag Count,7.887298852438107e-05
21,45,RST Flag Count,5.134158413966361e-07
21,46,PSH Flag Count,0.0006666919216513634
21,47,ACK Flag Count,0.0003048107319045812
21,48,URG Flag Count,0.00021405589359346777
21,49,CWE Flag Count,0.0
21,50,ECE Flag Count,4.455532689462416e-07
21,51,Down/Up Ratio,9.167545613308903e-06
21,52,Average Packet Size,0.00017267152725253254
21,53,Avg Fwd Segment Size,1.698448841125355e-06
21,54,Avg Bwd Segment Size,3.807484245044179e-05
21,55,Fwd Header Length.1,4.787953855611704e-08
21,56,Fwd Avg Bytes/Bulk,0.0
21,57,Fwd Avg Packets/Bulk,0.0
21,58,Fwd Avg Bulk Rate,0.0
21,59,Bwd Avg Bytes/Bulk,0.0
21,60,Bwd Avg Packets/Bulk,0.0
21,61,Bwd Avg Bulk Rate,0.0
21,62,Subflow Fwd Packets,9.213841423161284e-08
21,63,Subflow Fwd Bytes,2.4333374426532828e-08
21,64,Subflow Bwd Packets,1.3112895658196067e-07
21,65,Subflow Bwd Bytes,3.295027539707007e-08
21,66,Init_Win_bytes_forward,1.7633310562814586e-05
21,67,Init_Win_bytes_backward,1.8145437934435904e-05
21,68,act_data_pkt_fwd,5.665308577817996e-08
21,69,min_seg_size_forward,7.63983365459353e-09
21,70,Active Mean,8.676106517668813e-07
21,71,Active Std,1.3261472986414446e-07
21,72,Active Max,7.644633114978205e-06
21,73,Active Min,2.648957853068623e-08
21,74,Idle Mean,1.3791266610496677e-05
21,75,Idle Std,5.077425612398656e-06
21,76,Idle Max,1.3631429283122998e-05
21,77,Idle Min,3.3652253478066996e-05
22,0,Destination Port,8.754257578402758e-05
22,1,Flow Duration,1.1635902410489507e-05
22,2,Total Fwd Packets,1.6311149408920755e-07
22,3,Total Backward Packets,2.4763173200881283e-07
22,4,Total Length of Fwd Packets,2.9910762577856076e-07
22,5,Total Length of Bwd Packets,1.7662003415352956e-07
22,6,Fwd Packet Length Max,1.8066197299049236e-05
22,7,Fwd Packet Length Min,3.972299509769073e-06
22,8,Fwd Packet Length Mean,7.897323484939989e-06
22,9,Fwd Packet Length Std,6.204138117027469e-06
22,10,Bwd Packet Length Max,2.761361201919499e-06
22,11,Bwd Packet Length Min,3.0152966701280093e-06
22,12,Bwd Packet Length Mean,4.58433642052114e-05
22,13,Bwd Packet Length Std,2.2885660655447282e-05
22,14,Flow Bytes/s,1.1123926242362359e-06
22,15,Flow Packets/s,1.130841610574862e-05
22,16,Flow IAT Mean,7.864765211706981e-05
22,17,Flow IAT Std,1.877109934866894e-05
22,18,Flow IAT Max,4.4087668356951326e-05
22,19,Flow IAT Min,1.1618394637480378e-06
22,20,Fwd IAT Total,4.834630544792162e-06
22,21,Fwd IAT Mean,4.975626143277623e-05
22,22,Fwd IAT Std,2.824172770488076e-05
22,23,Fwd IAT Max,5.141625661053695e-05
22,24,Fwd IAT Min,1.3500958630174864e-05
22,25,Bwd IAT Total,0.00012791762128472328
22,26,Bwd IAT Mean,7.3527494350855704e-06
22,27,Bwd IAT Std,7.928899321996141e-06
22,28,Bwd IAT Max,2.031061922025401e-05
22,29,Bwd IAT Min,6.516148914670339e-06
22,30,Fwd PSH Flags,2.013186167459935e-05
22,31,Bwd PSH Flags,0.0
22,32,Fwd URG Flags,0.0
22,33,Bwd URG Flags,0.0
22,34,Fwd Header Length,1.4754507615677426e-09
22,35,Bwd Header Length,1.9628058112175495e-07
22,36,Fwd Packets/s,1.6317664631060325e-05
22,37,Bwd Packets/s,4.423996870173141e-06
22,38,Min Packet Length,1.128601888922276e-05
22,39,Max Packet Length,1.706203693174757e-05
22,40,Packet Length Mean,1.2371147931844462e-05
22,41,Packet Length Std,1.337429125669587e-06
22,42,Packet Length Variance,9.080921699933242e-06
22,43,FIN Flag Count,1.2782587873516604e-05
22,44,SYN Flag Count,8.322364737978205e-05
22,45,RST Flag Count,5.746082933910657e-07
22,46,PSH Flag Count,0.00034254335332661867
22,47,ACK Flag Count,0.0004886527312919497
22,48,URG Flag Count,4.523319876170717e-05
22,49,CWE Flag Count,0.0
22,50,ECE Flag Count,1.197210366399304e-07
22,51,Down/Up Ratio,1.8920116417575628e-05
22,52,Average Packet Size,3.215327888028696e-05
22,53,Avg Fwd Segment Size,4.2892493183899205e-06
22,54,Avg Bwd Segment Size,3.932731851818971e-05
22,55,Fwd Header Length.1,2.4591184200062344e-08
22,56,Fwd Avg Bytes/Bulk,0.0
22,57,Fwd Avg Packets/Bulk,0.0
22,58,Fwd Avg Bulk Rate,0.0
22,59,Bwd Avg Bytes/Bulk,0.0
22,60,Bwd Avg Packets/Bulk,0.0
22,61,Bwd Avg Bulk Rate,0.0
22,62,Subflow Fwd Packets,1.3049330505054968e-07
22,63,Subflow Fwd Bytes,1.3298716794452048e-07
22,64,Subflow Bwd Packets,2.338921660793858e-07
22,65,Subflow Bwd Bytes,1.3760271144747094e-07
22,66,Init_Win_bytes_forward,4.063488177052932e-06
22,67,Init_Win_bytes_backward,1.2829648767365143e-05
22,68,act_data_pkt_fwd,7.966870185782682e-08
22,69,min_seg_size_forward,1.9375195892123998e-12
22,70,Active Mean,1.0496449931451934e-06
22,71,Active Std,9.255982149625197e-07
22,72,Active Max,4.193264430796262e-06
22,73,Active Min,4.4617945604841225e-07
22,74,Idle Mean,7.762564200675115e-05
22,75,Idle Std,6.411337835743325e-06
22,76,Idle Max,1.1065994840464555e-05
22,77,Idle Min,0.00013609131565317512
23,0,Destination Port,2.7665872039506212e-05
23,1,Flow Duration,4.249734047334641e-05
23,2,Total Fwd Packets,1.8110303301455133e-07
23,3,Total Backward Packets,1.5458537916401838e-07
23,4,Total Length of Fwd Packets,1.711070893861688e-07
23,5,Total Length of Bwd Packets,1.4846968099391233e-07
23,6,Fwd Packet Length Max,8.20213244878687e-06
23,7,Fwd Packet Length Min,1.3846731235389598e-05
23,8,Fwd Packet Length Mean,1.85434128070483e-05
23,9,Fwd Packet Length Std,7.078192993503762e-06
23,10,Bwd Packet Length Max,0.00010076132457470521
23,11,Bwd Packet Length Min,4.742704732052516e-06
23,12,Bwd Packet Length Mean,0.00041099695954471827
23,13,Bwd Packet Length Std,0.0006072070682421327
23,14,Flow Bytes/s,1.2221481711094384e-06
23,15,Flow Packets/s,1.0456030395289417e-05
23,16,Flow IAT Mean,1.2844579032389447e-05
23,17,Flow IAT Std,3.5554226087697316e-06
23,18,Flow IAT Max,2.2745365640730597e-05
23,19,Flow IAT Min,1.4798764595980174e-06
23,20,Fwd IAT Total,0.00010579956142464653
23,21,Fwd IAT Mean,3.5692562960321084e-05
23,22,Fwd IAT Std,2.3638018319616094e-05
23,23,Fwd IAT Max,3.768673923332244e-05
23,24,Fwd IAT Min,1.4628312783315778e-06
23,25,Bwd IAT Total,1.974917722691316e-05
23,26,Bwd IAT Mean,9.770761607796885e-06
23,27,Bwd IAT Std,1.0943577422040107e-07
23,28,Bwd IAT Max,3.044556433451362e-05
23,29,Bwd IAT Min,1.0848526699192007e-06
23,30,Fwd PSH Flags,2.333159682166297e-05
23,31,Bwd PSH Flags,0.0
23,32,Fwd URG Flags,0.0
23,33,Bwd URG Flags,0.0
23,34,Fwd Header Length,9.39977908842593e-08
23,35,Bwd Header Length,1.9111793392312393e-07
23,36,Fwd Packets/s,7.173710855568061e-06
23,37,Bwd Packets/s,6.901278993609594e-06
23,38,Min Packet Length,3.004294921993278e-05
23,39,Max Packet Length,0.00032680624281056225
23,40,Packet Length Mean,2.1506684788619168e-05
23,41,Packet Length Std,3.6901496059726924e-05
23,42,Packet Length Variance,0.00020025727280881256
23,43,FIN Flag Count,1.2992555639357306e-05
23,44,SYN Flag Count,9.116494038607925e-05
23,45,RST Flag Count,3.034966482573509e-07
23,46,PSH Flag Count,0.00040658630314283073
23,47,ACK Flag Count,0.0002681357436813414
23,48,URG Flag Count,0.00017788007971830666
23,49,CWE Flag Count,0.0
23,50,ECE Flag Count,4.623307461315562e-07
23,51,Down/Up Ratio,7.523802196374163e-06
23,52,Average Packet Size,0.0002450711908750236
23,53,Avg Fwd Segment Size,3.4155009416281246e-06
23,54,Avg Bwd Segment Size,5.937349487794563e-05
23,55,Fwd Header Length.1,3.406815807238672e-08
23,56,Fwd Avg Bytes/Bulk,0.0
23,57,Fwd Avg Packets/Bulk,0.0
23,58,Fwd Avg Bulk Rate,0.0
23,59,Bwd Avg Bytes/Bulk,0.0
23,60,Bwd Avg Packets/Bulk,0.0
23,61,Bwd Avg Bulk Rate,0.0
23,62,Subflow Fwd Packets,1.3951161292879988e-07
23,63,Subflow Fwd Bytes,1.602104582332231e-08
23,64,Subflow Bwd Packets,2.0505967768258415e-07
23,65,Subflow Bwd Bytes,1.037925017044472e-07
23,66,Init_Win_bytes_forward,1.423343474016292e-05
23,67,Init_Win_bytes_backward,2.2422334950533696e-05
23,68,act_data_pkt_fwd,6.507259087129569e-08
23,69,min_seg_size_forward,2.7518301873308282e-11
23,70,Active Mean,7.607486054439505e-07
23,71,Active Std,1.1175133352026023e-07
23,72,Active Max,6.96831421009847e-06
23,73,Active Min,1.1908305452834611e-07
23,74,Idle Mean,8.693475137988571e-06
23,75,Idle Std,4.617001195583725e-06
23,76,Idle Max,1.2557451555039734e-05
23,77,Idle Min,3.4549677366157994e-05
24,0,Destination Port,9.956592839444056e-05
24,1,Flow Duration,9.607712854631245e-06
24,2,Total Fwd Packets,1.595296481582409e-07
24,3,Total Backward Packets,2.571536583673151e-07
24,4,Total Length of Fwd Packets,2.9976067139614315e-07
24,5,Total Length of Bwd Packets,1.935886899673278e-07
24,6,Fwd Packet Length Max,1.6967072951956652e-05
24,7,Fwd Packet Length Min,5.680659342033323e-06
24,8,Fwd Packet Length Mean,8.927523595048115e-06
24,9,Fwd Packet Length Std,7.345097856159555e-06
24,10,Bwd Packet Length Max,1.2823748875234742e-05
24,11,Bwd Packet Length Min,1.4065523146200576e-06
24,12,Bwd Packet Length Mean,4.2369694710941985e-05
24,13,Bwd Packet Length Std,1.4725906112289522e-05
24,14,Flow Bytes/s,1.2229868389113108e-06
24,15,Flow Packets/s,1.590708052390255e-05
24,16,Flow IAT Mean,5.2119052270427346e-05
24,17,Flow IAT Std,1.798680932552088e-05
24,18,Flow IAT Max,3.425390968914144e-05
24,19,Flow IAT Min,1.2149325812060852e-06
24,20,Fwd IAT Total,3.808671181104728e-06
24,21,Fwd IAT Mean,2.3499525923398323e-05
24,22,Fwd IAT Std,1.6036721717682667e-05
24,23,Fwd IAT Max,5.06938376929611e-05
24,24,Fwd IAT Min,1.688746124273166e-05
24,25,Bwd IAT Total,0.00013029373076278716
24,26,Bwd IAT Mean,1.0216090231551789e-05
24,27,Bwd IAT Std,7.363380973401945e-06
24,28,Bwd IAT Max,2.3887716452009045e-05
24,29,Bwd IAT Min,7.022007139312336e-06
24,30,Fwd PSH Flags,2.4493305318173952e-05
24,31,Bwd PSH Flags,0.0
24,32,Fwd URG Flags,0.0
24,33,Bwd URG Flags,0.0
24,34,Fwd Header Length,6.141024133654582e-09
24,35,Bwd Header Length,7.0214241532085e-08
24,36,Fwd Packets/s,1.4266991456679534e-05
24,37,Bwd Packets/s,3.944737272831844e-06
24,38,Min Packet Length,1.2508810868894216e-05
24,39,Max Packet Length,1.1534525583556388e-05
24,40,Packet Length Mean,5.049041646998376e-06
24,41,Packet Length Std,1.7179066844619229e-06
24,42,Packet Length Variance,8.121278369799256e-06
24,43,FIN Flag Count,1.853800131357275e-05
24,44,SYN Flag Count,6.8501009081956e-05
24,45,RST Flag Count,5.081288918518112e-07
24,46,PSH Flag Count,0.00033011683262884617
24,47,ACK Flag Count,0.00038429899723269045
24,48,URG Flag Count,4.311767770559527e-05
24,49,CWE Flag Count,0.0
24,50,ECE Flag Count,1.546167993637937e-07
24,51,Down/Up Ratio,1.3826778740622103e-05
24,52,Average Packet Size,2.6936515496345237e-05
24,53,Avg Fwd Segment Size,2.7049643449572613e-06
24,54,Avg Bwd Segment Size,3.766057488974184e-05
24,55,Fwd Header Length.1,1.2879207922367186e-08
24,56,Fwd Avg Bytes/Bulk,0.0
24,57,Fwd Avg Packets/Bulk,0.0
24,58,Fwd Avg Bulk Rate,0.0
24,59,Bwd Avg Bytes/Bulk,0.0
24,60,Bwd Avg Packets/Bulk,0.0
24,61,Bwd Avg Bulk Rate,0.0
24,62,Subflow Fwd Packets,1.3103903029332287e-07
24,63,Subflow Fwd Bytes,1.3510651797332685e-07
24,64,Subflow Bwd Packets,2.472194466918154e-07
24,65,Subflow Bwd Bytes,1.5946952203194087e-07
24,66,Init_Win_bytes_forward,1.8837185052689165e-05
24,67,Init_Win_bytes_backward,1.4804195416218136e-05
24,68,act_data_pkt_fwd,3.1896622232352456e-08
24,69,min_seg_size_forward,3.926220681904624e-09
24,70,Active Mean,7.795907777108368e-07
24,71,Active Std,8.006907137314556e-07
24,72,Active Max,4.312008059059735e-06
24,73,Active Min,5.370067697185732e-07
24,74,Idle Mean,6.124754872871563e-05
24,75,Idle Std,5.9568155847955495e-06
24,76,Idle Max,2.842057256202679e-05
24,77,Idle Min,0.00015729726874269545
25,0,Destination Port,5.613485336652957e-05
25,1,Flow Duration,4.900635394733399e-05
25,2,Total Fwd Packets,1.416722312796992e-07
25,3,Total Backward Packets,1.2300138507725933e-07
25,4,Total Length of Fwd Packets,2.2131067112240999e-07
25,5,Total Length of Bwd Packets,8.125829964455988e-08
25,6,Fwd Packet Length Max,6.915129233675543e-06
25,7,Fwd Packet Length Min,1.3863682397641242e-05
25,8,Fwd Packet Length Mean,1.918945781653747e-05
25,9,Fwd Packet Length Std,3.9071419450920075e-06
25,10,Bwd Packet Length Max,2.7268684789305553e-05
25,11,Bwd Packet Length Min,6.96610868544667e-06
25,12,Bwd Packet Length Mean,0.0002837922947946936
25,13,Bwd Packet Length Std,0.000928661203943193
25,14,Flow Bytes/s,1.1446016969784978e-06
25,15,Flow Packets/s,7.374817414529389e-06
25,16,Flow IAT Mean,1.4690494936075993e-05
25,17,Flow IAT Std,7.117647783161374e-06
25,18,Flow IAT Max,3.359368201927282e-05
25,19,Flow IAT Min,1.502775830886094e-06
25,20,Fwd IAT Total,0.00011198029824299738
25,21,Fwd IAT Mean,3.480949817458168e-05
25,22,Fwd IAT Std,2.6723819246399216e-05
25,23,Fwd IAT Max,3.958934030379169e-05
25,24,Fwd IAT Min,1.8066516531689558e-06
25,25,Bwd IAT Total,8.901771252567414e-06
25,26,Bwd IAT Mean,8.957924364949577e-06
25,27,Bwd IAT Std,1.1578139265111531e-06
25,28,Bwd IAT Max,4.609782263287343e-05
25,29,Bwd IAT Min,1.0482974630576791e-06
25,30,Fwd PSH Flags,3.20979997923132e-05
25,31,Bwd PSH Flags,0.0
25,32,Fwd URG Flags,0.0
25,33,Bwd URG Flags,0.0
25,34,Fwd Header Length,8.299818432533357e-08
25,35,Bwd Header Length,1.6107341593851743e-07
25,36,Fwd Packets/s,1.0093283890455496e-05
25,37,Bwd Packets/s,7.570577508886345e-06
25,38,Min Packet Length,2.9809305488015525e-05
25,39,Max Packet Length,0.0006015232647769153
25,40,Packet Length Mean,7.95962187112309e-05
25,41,Packet Length Std,0.00012986239744350314
25,42,Packet Length Variance,0.0005447174189612269
25,43,FIN Flag Count,1.820938996388577e-05
25,44,SYN Flag Count,8.898870146367699e-05
25,45,RST Flag Count,3.021594920937787e-07
25,46,PSH Flag Count,0.0006200700881890953
25,47,ACK Flag Count,0.0002477816306054592
25,48,URG Flag Count,0.0002126136823790148
25,49,CWE Flag Count,0.0
25,50,ECE Flag Count,2.776681071736675e-07
25,51,Down/Up Ratio,8.080320185399614e-06
25,52,Average Packet Size,0.00019851459364872426
25,53,Avg Fwd Segment Size,1.4161237231746782e-06
25,54,Avg Bwd Segment Size,0.00010943543747998774
25,55,Fwd Header Length.1,5.703651950739186e-08
25,56,Fwd Avg Bytes/Bulk,0.0
25,57,Fwd Avg Packets/Bulk,0.0
25,58,Fwd Avg Bulk Rate,0.0
25,59,Bwd Avg Bytes/Bulk,0.0
25,60,Bwd Avg Packets/Bulk,0.0
25,61,Bwd Avg Bulk Rate,0.0
25,62,Subflow Fwd Packets,1.1489777307360782e-07
25,63,Subflow Fwd Bytes,1.4752106203275162e-08
25,64,Subflow Bwd Packets,1.6116797496579238e-07
25,65,Subflow Bwd Bytes,5.685974713287578e-08
25,66,Init_Win_bytes_forward,1.6635816791676916e-05
25,67,Init_Win_bytes_backward,2.0745763322338462e-05
25,68,act_data_pkt_fwd,2.2426881685078115e-08
25,69,min_seg_size_forward,3.058629738372787e-11
25,70,Active Mean,8.122594863380073e-07
25,71,Active Std,1.557040860689085e-07
25,72,Active Max,7.815862772986293e-06
25,73,Active Min,3.801877568321288e-08
25,74,Idle Mean,1.141495886258781e-05
25,75,Idle Std,4.829227236768929e-06
25,76,Idle Max,1.043789234245196e-05
25,77,Idle Min,2.8914657377754338e-05
26,0,Destination Port,7.629670290043578e-05
26,1,Flow Duration,9.208766641677357e-06
26,2,Total Fwd Packets,1.2312929698055086e-07
26,3,Total Backward Packets,2.0096440778161195e-07
26,4,Total Length of Fwd Packets,3.0213834634196246e-07
26,5,Total Length of Bwd Packets,1.3618826244510274e-07
26,6,Fwd Packet Length Max,1.7019521692418493e-05
26,7,Fwd Packet Length Min,5.712439815397374e-06
26,8,Fwd Packet Length Mean,1.2161134691268671e-05
26,9,Fwd Packet Length Std,4.7661064854764845e-06
26,10,Bwd Packet Length Max,1.3153948202671017e-05
26,11,Bwd Packet Length Min,1.8009035329669132e-06
26,12,Bwd Packet Length Mean,4.8464058636454865e-05
26,13,Bwd Packet Length Std,2.5474908397882245e-05
26,14,Flow Bytes/s,1.325642415395123e-06
26,15,Flow Packets/s,1.1670173080347013e-05
26,16,Flow IAT Mean,8.584040187997743e-05
26,17,Flow IAT Std,1.4662239664176013e-05
26,18,Flow IAT Max,1.4083176210988313e-05
26,19,Flow IAT Min,1.2653067642531823e-06
26,20,Fwd IAT Total,3.76637353838305e-06
26,21,Fwd IAT Mean,5.249337118584663e-05
26,22,Fwd IAT Std,4.661704588215798e-05
26,23,Fwd IAT Max,5.9285466704750434e-05
26,24,Fwd IAT Min,1.2696812518697698e-05
26,25,Bwd IAT Total,0.0001422705827280879
26,26,Bwd IAT Mean,1.0151159585802816e-05
26,27,Bwd IAT Std,5.938528829574352e-06
26,28,Bwd IAT Max,2.4686602046131156e-05
26,29,Bwd IAT Min,4.413092483446235e-06
26,30,Fwd PSH Flags,2.6968105885316618e-05
26,31,Bwd PSH Flags,0.0
26,32,Fwd URG Flags,0.0
26,33,Bwd URG Flags,0.0
26,34,Fwd Header Length,1.6373442879302758e-10
26,35,Bwd Header Length,6.567906751797636e-08
26,36,Fwd Packets/s,1.7534810467623174e-05
26,37,Bwd Packets/s,4.237954271957278e-06
26,38,Min Packet Length,1.3268069778860081e-05
26,39,Max Packet Length,1.7366892279824242e-05
26,40,Packet Length Mean,1.1860889571835287e-05
26,41,Packet Length Std,9.322646292275749e-06
26,42,Packet Length Variance,7.755406841170043e-06
26,43,FIN Flag Count,2.0704406779259443e-05
26,44,SYN Flag Count,6.488477811217308e-05
26,45,RST Flag Count,4.3598564047897526e-07
26,46,PSH Flag Count,0.00030921847792342305
26,47,ACK Flag Count,0.0004065555112902075
26,48,URG Flag Count,6.193178705871105e-05
26,49,CWE Flag Count,0.0
26,50,ECE Flag Count,1.2892954259768885e-07
26,51,Down/Up Ratio,1.6663538190186955e-05
26,52,Average Packet Size,3.1022147595649585e-05
26,53,Avg Fwd Segment Size,4.672447175835259e-06
26,54,Avg Bwd Segment Size,4.9251611926592886e-05
26,55,Fwd Header Length.1,4.26602682068733e-08
26,56,Fwd Avg Bytes/Bulk,0.0
26,57,Fwd Avg Packets/Bulk,0.0
26,58,Fwd Avg Bulk Rate,0.0
26,59,Bwd Avg Bytes/Bulk,0.0
26,60,Bwd Avg Packets/Bulk,0.0
26,61,Bwd Avg Bulk Rate,0.0
26,62,Subflow Fwd Packets,1.0394062144314375e-07
26,63,Subflow Fwd Bytes,1.295901199682703e-07
26,64,Subflow Bwd Packets,1.958580071459437e-07
26,65,Subflow Bwd Bytes,1.0920790316504281e-07
26,66,Init_Win_bytes_forward,1.6230969777097926e-05
26,67,Init_Win_bytes_backward,1.7517737433081493e-05
26,68,act_data_pkt_fwd,4.626238947480488e-08
26,69,min_seg_size_forward,1.6947571818137774e-11
26,70,Active Mean,8.778675351095444e-07
26,71,Active Std,8.841712428875326e-07
26,72,Active Max,4.489206276048208e-06
26,73,Active Min,4.222666234454664e-07
26,74,Idle Mean,7.097774505382404e-05
26,75,Idle Std,6.175278940645512e-06
26,76,Idle Max,4.2227344238199294e-05
26,77,Idle Min,0.0001329974620603025
27,0,Destination Port,3.955563806812279e-05
27,1,Flow Duration,4.5086464524501935e-05
27,2,Total Fwd Packets,7.744444019408547e-08
27,3,Total Backward Packets,5.883941511797275e-08
27,4,Total Length of Fwd Packets,2.3214600730625534e-07
27,5,Total Length of Bwd Packets,3.046003271833797e-08
27,6,Fwd Packet Length Max,6.114049938332755e-06
27,7,Fwd Packet Length Min,1.422617060597986e-05
27,8,Fwd Packet Length Mean,1.916394103318453e-05
27,9,Fwd Packet Length Std,3.3138253456854727e-06
27,10,Bwd Packet Length Max,3.648854374205257e-07
27,11,Bwd Packet Length Min,7.472066499758512e-06
27,12,Bwd Packet Length Mean,0.00036272150464355946
27,13,Bwd Packet Length Std,0.0008430531597696245
27,14,Flow Bytes/s,1.3304187405083212e-06
27,15,Flow Packets/s,7.793173608661164e-06
27,16,Flow IAT Mean,1.4186364751367364e-05
27,17,Flow IAT Std,1.0677189493435435e-05
27,18,Flow IAT Max,3.403042137506418e-05
27,19,Flow IAT Min,1.7422188420823659e-06
27,20,Fwd IAT Total,0.00010002037015510723
27,21,Fwd IAT Mean,3.497979196254164e-05
27,22,Fwd IAT Std,3.147696770611219e-05
27,23,Fwd IAT Max,4.6284363634185866e-05
27,24,Fwd IAT Min,3.997084832008113e-07
27,25,Bwd IAT Total,2.89635772787733e-06
27,26,Bwd IAT Mean,8.241802788688801e-06
27,27,Bwd IAT Std,2.1262003429001197e-06
27,28,Bwd IAT Max,4.813194027519785e-05
27,29,Bwd IAT Min,7.725524824309105e-07
27,30,Fwd PSH Flags,3.317612936371006e-05
27,31,Bwd PSH Flags,0.0
27,32,Fwd URG Flags,0.0
27,33,Bwd URG Flags,0.0
27,34,Fwd Header Length,8.692018838019067e-08
27,35,Bwd Header Length,9.863406091881188e-08
27,36,Fwd Packets/s,1.2549648090498522e-05
27,37,Bwd Packets/s,8.17351792647969e-06
27,38,Min Packet Length,3.018096504092682e-05
27,39,Max Packet Length,0.0007173860794864595
27,40,Packet Length Mean,0.00014426864800043404
27,41,Packet Length Std,0.00035570532782003284
27,42,Packet Length Variance,0.0009227005066350102
27,43,FIN Flag Count,2.2677679226035252e-05
27,44,SYN Flag Count,8.362696098629385e-05
27,45,RST Flag Count,3.0443419518633164e-07
27,46,PSH Flag Count,0.0006994961877353489
27,47,ACK Flag Count,0.00027842281269840896
27,48,URG Flag Count,0.00022616183559875935
27,49,CWE Flag Count,0.0
27,50,ECE Flag Count,2.6707610345511057e-07
27,51,Down/Up Ratio,9.268021130992565e-06
27,52,Average Packet Size,0.00017410526925232261
27,53,Avg Fwd Segment Size,1.6152895341292606e-06
27,54,Avg Bwd Segment Size,7.048631232464686e-05
27,55,Fwd Header Length.1,3.938850312579234e-08
27,56,Fwd Avg Bytes/Bulk,0.0
27,57,Fwd Avg Packets/Bulk,0.0
27,58,Fwd Avg Bulk Rate,0.0
27,59,Bwd Avg Bytes/Bulk,0.0
27,60,Bwd Avg Packets/Bulk,0.0
27,61,Bwd Avg Bulk Rate,0.0
27,62,Subflow Fwd Packets,6.040075817281831e-08
27,63,Subflow Fwd Bytes,2.6595177171628848e-09
27,64,Subflow Bwd Packets,7.815222602403082e-08
27,65,Subflow Bwd Bytes,2.0960662538982433e-08
27,66,Init_Win_bytes_forward,1.6958560081548057e-05
27,67,Init_Win_bytes_backward,2.0935392967658117e-05
27,68,act_data_pkt_fwd,2.0633871500308487e-08
27,69,min_seg_size_forward,3.102467241444806e-11
27,70,Active Mean,9.219381240654911e-07
27,71,Active Std,2.382600428063597e-08
27,72,Active Max,7.847561391827185e-06
27,73,Active Min,6.60012773323615e-08
27,74,Idle Mean,1.3220821529102977e-05
27,75,Idle Std,4.843411261390429e-06
27,76,Idle Max,1.7399865100742318e-05
27,77,Idle Min,3.252353417337872e-05
28,0,Destination Port,7.88985489634797e-05
28,1,Flow Duration,1.1341467143211048e-05
28,2,Total Fwd Packets,1.8016181968505407e-07
28,3,Total Backward Packets,2.665003648871789e-07
28,4,Total Length of Fwd Packets,2.815219204421737e-07
28,5,Total Length of Bwd Packets,1.9796564743046474e-07
28,6,Fwd Packet Length Max,1.789325506251771e-05
28,7,Fwd Packet Length Min,3.148923269691295e-06
28,8,Fwd Packet Length Mean,9.367609891342e-06
28,9,Fwd Packet Length Std,6.758399649697822e-06
28,10,Bwd Packet Length Max,4.33525383414235e-06
28,11,Bwd Packet Length Min,2.8396166271704715e-06
28,12,Bwd Packet Length Mean,5.138012420502491e-05
28,13,Bwd Packet Length Std,2.808299359458033e-05
28,14,Flow Bytes/s,1.1606570069488953e-06
28,15,Flow Packets/s,1.0059548003482632e-05
28,16,Flow IAT Mean,8.241409523179755e-05
28,17,Flow IAT Std,2.3406326363328844e-05
28,18,Flow IAT Max,3.7081175833009183e-05
28,19,Flow IAT Min,1.1501620065246243e-06
28,20,Fwd IAT Total,5.2465607041085605e-06
28,21,Fwd IAT Mean,5.204326953389682e-05
28,22,Fwd IAT Std,3.691469828481786e-05
28,23,Fwd IAT Max,4.7928337153280154e-05
28,24,Fwd IAT Min,1.1430281119828578e-05
28,25,Bwd IAT Total,0.00013511530414689332
28,26,Bwd IAT Mean,7.857061063987203e-06
28,27,Bwd IAT Std,7.218388418550603e-06
28,28,Bwd IAT Max,2.0181772924843244e-05
28,29,Bwd IAT Min,6.151368779683253e-06
28,30,Fwd PSH Flags,2.7259984562988393e-05
28,31,Bwd PSH Flags,0.0
28,32,Fwd URG Flags,0.0
28,33,Bwd URG Flags,0.0
28,34,Fwd Header Length,6.493997783962868e-09
28,35,Bwd Header Length,2.132738217142105e-07
28,36,Fwd Packets/s,1.776256613084115e-05
28,37,Bwd Packets/s,4.596634425979573e-06
28,38,Min Packet Length,1.2502989193308167e-05
28,39,Max Packet Length,2.1257943444652483e-05
28,40,Packet Length Mean,1.5991550753824413e-05
28,41,Packet Length Std,9.86988379736431e-06
28,42,Packet Length Variance,8.781830729276408e-06
28,43,FIN Flag Count,1.3547318303608336e-05
28,44,SYN Flag Count,8.119388803606853e-05
28,45,RST Flag Count,5.305083732309868e-07
