dataset,method,type,target_fpr,auc,ap,f1,recall,precision,test_fpr,eval_seconds
UNSW-NB15,GANomaly,SOTA,0.05,0.9702897057939932,0.9721415476869842,0.831062271062271,0.9971870604781997,0.71238382316001,0.499128160418483,3.7886228561401367
UNSW-NB15,DeepSVDD,SOTA,0.05,0.7333769559678094,0.7046700705686921,0.8176572417772647,0.9964838255977496,0.6932485322896281,0.5466434176111595,2.3057661056518555
UNSW-NB15,TranAD,SOTA,0.05,0.8467013869729263,0.8666048155144752,0.7061430010070493,0.6163853727144867,0.8264969354078265,0.16041848299912817,56.33849382400513
UNSW-NB15,TCN-GAN,Ours,0.05,0.8017038577981821,0.7548762246796237,0.6741664962155082,0.5794655414908577,0.8058679706601464,0.17306015693112461,640.5505736249979
UNSW-NB15,IsolationForest,Unsupervised,0.05,0.832723597423475,0.8430233484191584,0.6621454993834772,0.5664556962025317,0.7967359050445104,0.1791630340017437,0.19411373138427734
UNSW-NB15,LSTM-AE,Deep,0.05,0.7963780951224806,0.824878990899084,0.6601983613626563,0.5383263009845288,0.8534002229654404,0.11464690496948561,40.40837383270264
UNSW-NB15,OneClassSVM,Unsupervised,0.05,0.7575628405048577,0.8197409200102974,0.529758976881456,0.37869198312236285,0.881342062193126,0.06320836965998257,1.0507378578186035
UNSW-NB15,LSTM-AD,Deep,0.05,0.6723250404344728,0.69757558806989,0.2405702405702406,0.14240506329113925,0.7743785850860421,0.05143853530950305,19.345092296600342
