epoch,d_loss,g_loss,failed_nan
1,-6.5940070326511675,-3.0271381020545958,False
2,-3.3233421958409823,-5.573991797520564,False
3,-2.5609768161406885,-5.850946483245263,False
4,-2.370983010988969,-4.625053079311664,False
5,-2.3686933526626,-3.6284491795759934,False
6,-2.329856710709058,-2.7741389558865475,False
7,-2.272342099593236,-2.263574840243046,False
8,-2.237889253634673,-2.0443164536586176,False
