method,window_size,stride,auc,ap,target_fpr,calib_f1,calib_recall,calib_precision,calib_threshold,train_benign_fpr,test_benign_fpr,eval_seconds,n_train_windows,n_test_windows
IsolationForest,128,16,0.39861846321959205,0.2554650750498516,0.05,0.1409131374793336,0.09933656087502242,0.24234470691163604,0.02187674734028232,0.050129198966408266,0.13155096460580282,0.9973819255828857,37493,18743
OneClassSVM,128,16,0.3754235613920817,0.26941754866725776,0.05,0.24419087136929463,0.21104536489151873,0.2896874230863894,20.345711160208396,0.050129198966408266,0.2192009722011241,3.5516769886016846,37493,18743
LSTM-AE,128,16,0.61246840423975,0.35861258296085174,0.05,0.4541364296081278,0.5610543302850995,0.38144581250761916,0.23650584891438484,0.050129198966408266,0.3853866018532584,294.15978598594666,37493,18743
LSTM-AD,128,16,0.4848186524094165,0.28635686050558323,0.05,0.11302344491123457,0.07477138246369015,0.2314095449500555,2.49300479888916,0.050129198966408266,0.10519519975694971,147.8032829761505,37493,18743
