window,stride,score_mode,score_alpha,target_fpr,auc,ap,best_f1,best_precision,best_recall,best_fpr,calib_threshold,calib_f1,calib_precision,calib_recall,calib_fpr,train_benign_fpr,test_benign_fpr,ckpt_path,out_json,xai_report_json,log_train,log_eval
128,16,fused,0.240,0.050,0.825299828329902,0.821794686097431,0.7602491906738927,0.7678738253558279,0.7527744855080272,0.16672587329780936,0.29160770773887634,0.6176006584809146,0.8497546243865608,0.48507703911216465,0.06283797118610618,0.05,0.06283797118610618,attack/results/final_experiments/20260414_132416/ablation_2x2/20260414_204232/20260414_212058/ckpt_w128_s16.pt,attack/results/final_experiments/20260414_132416/ablation_2x2/20260414_204232/20260414_212058/eval_w128_s16_fused.json,attack/results/xai_tcn/eval_w128_s16_fused_w128_s16_fused_a0.24/xai_report.json,attack/results/final_experiments/20260414_132416/ablation_2x2/20260414_204232/20260414_212058/train_w128_s16.log,attack/results/final_experiments/20260414_132416/ablation_2x2/20260414_204232/20260414_212058/eval_w128_s16_fused.log
