epoch,d_loss,g_loss,failed_nan
1,-9.441096032582797,-6.896697308466985,False
2,-4.608621592705067,-7.379643491598276,False
3,-3.5664579859146706,-8.88179708627554,False
4,-3.443072523520543,-9.261228563235356,False
5,-3.5208722197092497,-10.102504400106577,False
6,-3.524346578121185,-10.364097851973314,False
7,-3.5138289699187646,-10.075467560841487,False
8,-3.484033576341776,-9.276958775520324,False
