epoch,d_loss,g_loss,failed_nan
1,0.5195195241365582,4.053782011568546,False
2,0.8691178243893843,1.4018374711275101,False
3,0.4705660887635671,2.598505115766938,False
4,0.30756678556432376,3.1797986699984624,False
5,0.2900495502426146,3.844310397826708,False
6,0.06492146642874734,6.387087833881378,False
7,0.10360634092030523,7.160595317528798,False
8,0.14612027951292336,5.571584169222758,False
