epoch,d_loss,g_loss,failed_nan
1,-15.446373357772828,5.163684120178223,False
2,-8.329420890808105,-6.169041337966919,False
3,-7.755248880386352,-4.50657573223114,False
4,-6.9745637321472165,-3.174330224990845,False
5,-6.786944684982299,-2.4890809899568556,False
6,-7.064958410263062,-2.3265889155864716,False
7,-7.163897876739502,-2.2269748231768607,False
8,-7.579640350341797,-2.415191912651062,False
