target_fpr,threshold,observed_test_benign_fpr,FP/Test Benign,precision,recall,F1,AUC,AP,TP,FP,TN,FN,checkpoint_path,dataset,window_size,stride,anomaly_ratio_threshold,score_mode,alpha,strict_no_leakage,independent_calibration,calib_ratio,scaler_fit_source,model_train_source,threshold_calibration_source,TAD_reference_source,selected_device
0.01,0.5856283843517303,0.0006710084862837971,17/25335,0.9939111747850999,0.14949897640340482,0.2599044675468365,0.9783488985978153,0.9631201602074795,2775,17,25318,15787,/Users/lijie/Desktop/work/attack/results/cicids_strict_mps/checkpoints/latest.pt,cicids2017,128,16,0.15,fused,0.24,True,True,0.2,model_train_benign only,model_train_benign,independent_calibration_benign,model_train_benign,mps
0.05,0.5669317841529846,0.00205249654627985,52/25335,0.9825620389000668,0.15784936967999139,0.2720014853321046,0.9783488985978153,0.9631201602074795,2930,52,25283,15632,/Users/lijie/Desktop/work/attack/results/cicids_strict_mps/checkpoints/latest.pt,cicids2017,128,16,0.15,fused,0.24,True,True,0.2,model_train_benign only,model_train_benign,independent_calibration_benign,model_train_benign,mps
0.1,0.5339924097061157,0.006078547463982633,154/25335,0.9615480649188513,0.2074668677944187,0.34129481100693093,0.9783488985978153,0.9631201602074795,3851,154,25181,14711,/Users/lijie/Desktop/work/attack/results/cicids_strict_mps/checkpoints/latest.pt,cicids2017,128,16,0.15,fused,0.24,True,True,0.2,model_train_benign only,model_train_benign,independent_calibration_benign,model_train_benign,mps
0.15,0.5107177793979645,0.010499309255970002,266/25335,0.9699570815450642,0.46266566102790646,0.6264954770932305,0.9783488985978153,0.9631201602074795,8588,266,25069,9974,/Users/lijie/Desktop/work/attack/results/cicids_strict_mps/checkpoints/latest.pt,cicids2017,128,16,0.15,fused,0.24,True,True,0.2,model_train_benign only,model_train_benign,independent_calibration_benign,model_train_benign,mps
0.2,0.4934599995613098,0.01582790605881192,401/25335,0.9621376640543856,0.5489710160543045,0.6990704215685011,0.9783488985978153,0.9631201602074795,10190,401,24934,8372,/Users/lijie/Desktop/work/attack/results/cicids_strict_mps/checkpoints/latest.pt,cicids2017,128,16,0.15,fused,0.24,True,True,0.2,model_train_benign only,model_train_benign,independent_calibration_benign,model_train_benign,mps
